time,H_VV_out_alpha,H_VV_out_beta
971.0,-8.5855249780882e+19,-8.5855249780882e+19
972.0,-8.594366919363265e+19,-8.594366919363265e+19
973.0,-8.60320886063833e+19,-8.60320886063833e+19
974.0,-8.612050801913394e+19,-8.612050801913394e+19
975.0,-8.62089274318846e+19,-8.62089274318846e+19
976.0,-8.629734684463525e+19,-8.629734684463525e+19
977.0,-8.63857662573859e+19,-8.63857662573859e+19
978.0,-8.647418567013655e+19,-8.647418567013655e+19
979.0,-8.65626050828872e+19,-8.65626050828872e+19
980.0,-8.665102449563786e+19,-8.665102449563786e+19
981.0,-8.67394439083885e+19,-8.67394439083885e+19
982.0,-8.682786332113915e+19,-8.682786332113915e+19
983.0,-8.69162827338898e+19,-8.69162827338898e+19
984.0,-8.700470214664046e+19,-8.700470214664046e+19
985.0,-8.709312155939111e+19,-8.709312155939111e+19
986.0,-8.718154097214176e+19,-8.718154097214176e+19
987.0,-8.72699603848924e+19,-8.72699603848924e+19
988.0,-8.735837979764305e+19,-8.735837979764305e+19
989.0,-8.744679921039371e+19,-8.744679921039371e+19
990.0,-8.753521862314436e+19,-8.753521862314436e+19
991.0,-8.762363803589501e+19,-8.762363803589501e+19
992.0,-8.771205744864566e+19,-8.771205744864566e+19
993.0,-8.78004768613963e+19,-8.78004768613963e+19
994.0,-8.788889627414697e+19,-8.788889627414697e+19
995.0,-8.797731568689761e+19,-8.797731568689761e+19
996.0,-8.806573509964826e+19,-8.806573509964826e+19
997.0,-8.815415451239891e+19,-8.815415451239891e+19
998.0,-8.824257392514957e+19,-8.824257392514957e+19
999.0,-8.833099333790022e+19,-8.833099333790022e+19
1000.0,-8.841941275065087e+19,-8.841941275065087e+19
