environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),PV3 | u_mmHg (dimensionless),PV3 | v_mm3_s (mm3_per_s),PV4 | u_mmHg (dimensionless),PV4 | v_mm3_s (mm3_per_s),PV5 | u_mmHg (dimensionless),PV5 | v_mm3_s (mm3_per_s),PV6 | u_mmHg (dimensionless),PV6 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),V3 | u_mmHg (dimensionless),V3 | v_mm3_s (mm3_per_s),V4 | u_mmHg (dimensionless),V4 | v_mm3_s (mm3_per_s),V5 | u_mmHg (dimensionless),V5 | v_mm3_s (mm3_per_s),V6 | u_mmHg (dimensionless),V6 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s),VV_junc2 | H_VV_out_alpha (dimensionless),VV_junc2 | H_VV_out_beta (dimensionless),VV_junc2 | u_mmHg (dimensionless),VV_junc2 | v_mm3_s (mm3_per_s),VV_junc3 | H_VV_out_alpha (dimensionless),VV_junc3 | H_VV_out_beta (dimensionless),VV_junc3 | u_mmHg (dimensionless),VV_junc3 | v_mm3_s (mm3_per_s)
21,49.9069080581359,1.02870626036388e-05,49.7343292897211,5.14353130633153e-06,49.7343292897804,5.14353127938962e-06,49.5748776689134,2.57176571134535e-06,49.5748776689151,2.57176571275945e-06,49.574877669256,2.57176587055436e-06,49.5748776692759,2.57176586315581e-06,49.7320019911432,5.14353130812107e-06,49.7320019912606,5.14353129015764e-06,49.5731257783269,2.5717656543251e-06,49.5731257783303,2.57176565487516e-06,49.5731257787611,2.57176566706373e-06,49.5731257787977,2.57176565697207e-06,0.4499999816825,0.449999980706194,49.8138161162718,1.02870625884971e-05,0.450000454220328,0.450000454107793,49.6152093236015,5.14353129951451e-06,0.450000489733938,0.450000489145159,49.615209323832,5.14353126656169e-06
22,49.9069080143618,1.02870674344499e-05,49.7343291646844,5.14353373999787e-06,49.734329164743,5.14353376058899e-06,49.5748775034663,2.57176680287681e-06,49.5748775034669,2.5717668017729e-06,49.5748775035462,2.57176652830761e-06,49.5748775036248,2.57176651254335e-06,49.7320018650146,5.14353370867908e-06,49.7320018651272,5.1435337293209e-06,49.5731256126232,2.57176685330737e-06,49.573125612624,2.57176685412959e-06,49.5731256124838,2.57176683927355e-06,49.5731256126338,2.57176684368591e-06,0.450000023677306,0.450000022931137,49.8138160287243,1.02870674369542e-05,0.450000373232864,0.450000373145015,49.6152091764342,5.14353372132973e-06,0.450000324109165,0.450000322854642,49.6152091762029,5.14353370100707e-06
23,49.906907978683,1.02870715339694e-05,49.7343290607494,5.14353583057235e-06,49.7343290607528,5.14353590921685e-06,49.5748773622576,2.5717674506178e-06,49.5748773622559,2.57176744086312e-06,49.5748773610605,2.57176636917124e-06,49.5748773611008,2.57176632018384e-06,49.7320017597949,5.14353575493761e-06,49.7320017597935,5.14353581059901e-06,49.5731254709455,2.57176787211479e-06,49.5731254709383,2.57176787228797e-06,49.5731254690607,2.57176779859142e-06,49.5731254691253,2.57176781442297e-06,0.450000010145322,0.45000000729545,49.8138159573481,1.02870716174048e-05,0.450000320101531,0.450000319325251,49.6152090510903,5.14353584039327e-06,0.450000064697099,0.45000006079867,49.6152090486282,5.1435357858536e-06
24,49.9069079481271,1.02870749806752e-05,49.734328973356,5.14353742651431e-06,49.734328973379,5.14353746403662e-06,49.5748772417182,2.57176844525298e-06,49.574877241712,2.57176843799671e-06,49.5748772395221,2.57176760362097e-06,49.5748772394604,2.57176756938732e-06,49.7320016717378,5.14353748995109e-06,49.7320016717749,5.1435375132233e-06,49.5731253502917,2.57176874446243e-06,49.573125350278,2.57176874286889e-06,49.5731253477148,2.57176867742304e-06,49.5731253475879,2.57176868095584e-06,0.450000006819653,0.450000005459943,49.8138158962437,1.02870750431966e-05,0.450000248080994,0.450000247503539,49.6152089436596,5.14353755091815e-06,0.450000071086425,0.450000068362105,49.6152089400352,5.14353746602319e-06
25,49.9069079221987,1.02870778765505e-05,49.7343288991873,5.14353892415523e-06,49.7343288992454,5.14353893777079e-06,49.5748771388069,2.57176916618299e-06,49.5748771388033,2.57176915674214e-06,49.5748771354085,2.57176833818017e-06,49.5748771353358,2.57176828393893e-06,49.7320015969968,5.14353894956333e-06,49.7320015971043,5.14353895006222e-06,49.5731252471865,2.5717694744038e-06,49.5731252471774,2.57176947115198e-06,49.5731252433911,2.57176940710378e-06,49.5731252432423,2.57176938946835e-06,0.449999996258191,0.449999995764799,49.8138158443843,1.0287077938965e-05,0.450000203420697,0.450000202669394,49.6152088519056,5.14353901428149e-06,0.450000037614488,0.450000033297962,49.6152088470428,5.14353892042345e-06
26,49.9069079001078,1.02870803157722e-05,49.734328836861,5.14354021442638e-06,49.7343288369436,5.14354010940849e-06,49.5748770513549,2.57177023147366e-06,49.574877051354,2.57177022974884e-06,49.5748770479718,2.57177034198508e-06,49.5748770479642,2.57177032898997e-06,49.7320015343095,5.14354020550579e-06,49.7320015344778,5.14354010127611e-06,49.573125159825,2.57177010459295e-06,49.5731251598242,2.57177010064839e-06,49.5731251567311,2.57177009573393e-06,49.573125156719,2.57177006963077e-06,0.450000001837397,0.449999998031825,49.8138158002233,1.02870802923708e-05,0.450000138903925,0.450000138766663,49.6152087737024,5.14354018182348e-06,0.45000017233688,0.450000171302728,49.6152087696888,5.14354010844909e-06
27,49.906907880898,1.02870823538191e-05,49.7343287825468,5.14354116179815e-06,49.7343287826033,5.14354108896731e-06,49.5748769765076,2.57177057467468e-06,49.5748769765103,2.57177057140389e-06,49.5748769727237,2.57177046948298e-06,49.5748769728067,2.57177043731025e-06,49.7320014795233,5.14354121572712e-06,49.7320014796352,5.14354114066502e-06,49.5731250847328,2.57177060929402e-06,49.5731250847386,2.57177060575222e-06,49.5731250808977,2.57177057685877e-06,49.5731250810538,2.57177056266534e-06,0.449999987140815,0.449999984501617,49.8138157617938,1.02870823614567e-05,0.450000113105436,0.450000112845147,49.6152087067313,5.14354122807617e-06,0.450000123243469,0.45000012068316,49.6152087022788,5.14354114543858e-06
28,49.906907864857,1.02870841026894e-05,49.7343287368998,5.14354221912772e-06,49.7343287369161,5.14354215836443e-06,49.574876912997,2.57177108038627e-06,49.5748769130002,2.57177107775871e-06,49.5748769101807,2.57177113682305e-06,49.5748769102394,2.57177114288364e-06,49.7320014335403,5.14354208142872e-06,49.7320014335752,5.14354202056619e-06,49.5731250211321,2.57177104267021e-06,49.5731250211385,2.57177103991519e-06,49.5731250182178,2.57177100795796e-06,49.5731250183368,2.57177100824137e-06,0.450000006017516,0.450000003815615,49.8138157297159,1.02870841007061e-05,0.450000091994715,0.450000091785614,49.6152086498167,5.14354208194163e-06,0.450000122230582,0.45000012174828,49.6152086468836,5.14354203892162e-06
29,49.9069078509837,1.02870855412559e-05,49.7343286981584,5.14354273298047e-06,49.7343286981778,5.14354267134347e-06,49.5748768589464,2.57177138644741e-06,49.5748768589477,2.57177138465982e-06,49.5748768571031,2.57177127655946e-06,49.5748768570594,2.57177128160174e-06,49.7320013944171,5.14354280304017e-06,49.7320013944563,5.1435427379674e-06,49.573124966934,2.57177140221289e-06,49.5731249669369,2.57177140004686e-06,49.5731249650106,2.57177136750886e-06,49.5731249649309,2.57177136513852e-06,0.449999984485434,0.449999982251872,49.8138157019655,1.02870855416113e-05,0.450000065916581,0.450000065774324,49.6152086012177,5.14354279920008e-06,0.450000056247447,0.450000055846183,49.6152085989323,5.14354274399466e-06
30,49.9069078397846,1.02870867784378e-05,49.7343286661114,5.14354345208904e-06,49.7343286661717,5.14354339428062e-06,49.5748768131339,2.57177172408063e-06,49.5748768131344,2.5717717216905e-06,49.5748768122847,2.57177173815856e-06,49.5748768122214,2.57177171918832e-06,49.7320013620703,5.14354341622613e-06,49.7320013621892,5.14354336201662e-06,49.5731249210357,2.57177170865008e-06,49.5731249210362,2.57177170673577e-06,49.573124920212,2.57177169361695e-06,49.5731249200812,2.57177167935236e-06,0.45000001044819,0.450000008353366,49.8138156795714,1.02870867732263e-05,0.450000055151804,0.450000054961598,49.6152085601481,5.1435434140185e-06,0.450000076609192,0.450000075099539,49.6152085589557,5.14354336455926e-06
31,49.9069078297242,1.02870877914986e-05,49.7343286383049,5.1435438522817e-06,49.7343286383752,5.14354381356948e-06,49.5748767740151,2.57177194723227e-06,49.5748767740163,2.57177194620131e-06,49.5748767735592,2.57177192236047e-06,49.5748767735749,2.57177190905871e-06,49.7320013340385,5.14354391164903e-06,49.7320013341772,5.14354387702352e-06,49.5731248818167,2.57177195653907e-06,49.5731248818195,2.57177195499061e-06,49.5731248813213,2.57177194270496e-06,49.5731248813529,2.57177192801927e-06,0.449999980771965,0.449999979369137,49.8138156594454,1.02870877819414e-05,0.450000037230799,0.450000037148755,49.6152085247964,5.1435439077095e-06,0.450000036479952,0.450000035421397,49.615208524034,5.14354386493324e-06
32,49.9069078223475,1.02870886858884e-05,49.7343286164111,5.1435444715181e-06,49.7343286164321,5.14354444575665e-06,49.5748767413133,2.57177220431877e-06,49.5748767413165,2.57177220240743e-06,49.574876741235,2.57177222739743e-06,49.5748767413203,2.57177221778667e-06,49.7320013119333,5.14354435703871e-06,49.7320013119766,5.14354432896402e-06,49.5731248490323,2.57177217783666e-06,49.573124849038,2.57177217689302e-06,49.5731248489153,2.57177216543251e-06,49.5731248490803,2.57177216509337e-06,0.450000025188932,0.450000024255405,49.8138156446996,1.02870886818482e-05,0.450000039192073,0.450000039039968,49.6152084955184,5.1435443458995e-06,0.450000047772565,0.45000004700774,49.6152084953522,5.14354432289565e-06
33,49.9069078146462,1.02870893722815e-05,49.7343285961506,5.14354451991299e-06,49.7343285961245,5.14354449302164e-06,49.5748767132562,2.57177230623309e-06,49.5748767132577,2.5717723071603e-06,49.5748767131809,2.57177226771403e-06,49.5748767132162,2.57177228286584e-06,49.7320012915689,5.14354469978901e-06,49.7320012915192,5.14354466770646e-06,49.5731248208753,2.57177234917387e-06,49.5731248208791,2.57177234878689e-06,49.573124820766,2.57177232795999e-06,49.5731248208394,2.5717723382011e-06,0.449999960261024,0.449999959286553,49.8138156292856,1.02870893541149e-05,0.450000016547843,0.450000016474056,49.6152084699913,5.1435446831174e-06,0.450000013965154,0.450000012759372,49.615208469788,5.14354466550321e-06
34,49.9069078002354,1.02870896284002e-05,49.7343285667645,5.14354370605974e-06,49.7343285667543,5.14354367705308e-06,49.5748766865657,2.57177217136846e-06,49.5748766865639,2.57177217912964e-06,49.5748766864111,2.57177214194378e-06,49.5748766863686,2.5717721612919e-06,49.7320012625901,5.14354482351544e-06,49.7320012625691,5.1435447957471e-06,49.573124794198,2.57177241303725e-06,49.573124794199,2.57177241328568e-06,49.573124794068,2.57177239063962e-06,49.5731247939917,2.57177239775535e-06,0.449999780781099,0.449999779729975,49.8138156004299,1.0287089605702e-05,0.449999959779546,0.449999959161911,49.61520844403,5.14354482048111e-06,0.449999964538574,0.449999962998849,49.6152084435707,5.14354478376117e-06
35,49.9069077923338,1.02870900386202e-05,49.7343285463345,5.14354517865094e-06,49.7343285463805,5.14354514809142e-06,49.5748766647257,2.57177252864391e-06,49.5748766647288,2.57177253085463e-06,49.574876664669,2.57177249233864e-06,49.5748766646549,2.57177249613565e-06,49.7320012419119,5.14354502914572e-06,49.7320012420012,5.14354500416068e-06,49.5731247725271,2.57177251607843e-06,49.5731247725335,2.57177251740143e-06,49.5731247724677,2.57177249913143e-06,49.573124772438,2.57177250367662e-06,0.450000058770169,0.450000057662773,49.8138155846683,1.02870900294365e-05,0.449999991539021,0.449999991363092,49.6152084240128,5.14354503810046e-06,0.449999993361627,0.449999993059462,49.6152084236995,5.14354500691752e-06
36,49.9069077879401,1.02870904155578e-05,49.7343285342012,5.1435450516733e-06,49.7343285342601,5.14354503254207e-06,49.5748766464598,2.57177256155795e-06,49.574876646463,2.57177256591224e-06,49.5748766464941,2.57177253651862e-06,49.5748766465406,2.57177254626106e-06,49.7320012290376,5.14354521223115e-06,49.7320012291529,5.14354519816351e-06,49.573124754171,2.57177260614947e-06,49.5731247541784,2.57177260857138e-06,49.5731247541803,2.57177259094367e-06,49.5731247542712,2.5717726027209e-06,0.44999999540734,0.449999994714075,49.8138155758688,1.0287090419939e-05,0.449999974250051,0.449999973903536,49.6152084071039,5.14354521789846e-06,0.449999975227131,0.449999974451827,49.615208406971,5.14354519374865e-06
37,49.9069077877139,1.02870908409431e-05,49.7343285300186,5.14354531890452e-06,49.7343285300191,5.14354531233119e-06,49.5748766322939,2.57177274383358e-06,49.5748766322928,2.5717727447045e-06,49.5748766324688,2.57177273108301e-06,49.5748766325108,2.57177274758716e-06,49.7320012246514,5.14354543205505e-06,49.7320012246547,5.14354542060639e-06,49.5731247399151,2.57177271331412e-06,49.5731247399123,2.57177271569644e-06,49.5731247400692,2.57177269913488e-06,49.5731247401509,2.57177271968004e-06,0.450000066643529,0.450000066405329,49.8138155754305,1.02870908698187e-05,0.45000000577171,0.450000005702402,49.6152083947771,5.14354543619993e-06,0.450000007527903,0.450000006214502,49.615208394785,5.14354541060766e-06
38,49.9069077868354,1.02870911622035e-05,49.7343285262041,5.14354537513131e-06,49.7343285261553,5.1435453648618e-06,49.5748766206485,2.57177274586476e-06,49.5748766206412,2.57177274999245e-06,49.5748766206856,2.57177270715597e-06,49.5748766206499,2.57177273096991e-06,49.7320012209396,5.14354559031622e-06,49.7320012208448,5.14354557474197e-06,49.5731247281246,2.57177279595518e-06,49.5731247281118,2.5717727971712e-06,49.5731247281707,2.57177277748945e-06,49.5731247281042,2.57177279418095e-06,0.44999999332659,0.44999999295445,49.8138155736627,1.02870911767222e-05,0.449999991951571,0.449999991623088,49.6152083843228,5.14354559144795e-06,0.449999993600877,0.449999991705763,49.6152083841231,5.14354556376566e-06
39,49.9069077767348,1.02870910629503e-05,49.7343285085749,5.14354423935702e-06,49.7343285085568,5.14354421663674e-06,49.574876607792,2.57177247306516e-06,49.5748766077848,2.57177248171146e-06,49.5748766075721,2.57177242982621e-06,49.5748766075001,2.57177244986391e-06,49.732001203944,5.14354553900855e-06,49.7320012039067,5.14354551794665e-06,49.5731247152546,2.57177277095384e-06,49.5731247152456,2.57177277138356e-06,49.5731247150744,2.57177275141052e-06,49.5731247149408,2.57177275525232e-06,0.449999768400988,0.449999767577665,49.8138155534208,1.02870910614783e-05,0.449999942028534,0.449999941340461,49.6152083707553,5.14354554181682e-06,0.449999940383816,0.449999938789215,49.6152083701587,5.14354550019652e-06
40,49.9069077731088,1.02870912203616e-05,49.7343284985761,5.14354582351874e-06,49.7343284986315,5.1435457925675e-06,49.5748765982769,2.57177282757532e-06,49.5748765982815,2.57177282994126e-06,49.574876598017,2.57177279707372e-06,49.5748765980243,2.57177279631749e-06,49.7320011937664,5.1435456193885e-06,49.7320011938737,5.14354559511544e-06,49.5731247059255,2.57177281138928e-06,49.5731247059351,2.57177281275531e-06,49.5731247056728,2.57177279611283e-06,49.5731247056847,2.57177279787221e-06,0.450000096325502,0.450000095203912,49.8138155462195,1.02870912129056e-05,0.449999991455675,0.449999991267393,49.6152083621281,5.14354562554217e-06,0.449999991065638,0.449999991005457,49.6152083616001,5.14354559360163e-06
41,49.9069077723368,1.02870913791177e-05,49.734328495369,5.14354551453769e-06,49.7343284954358,5.14354549663134e-06,49.5748765906,2.57177278160411e-06,49.5748765906065,2.57177278704543e-06,49.5748765904276,2.57177275889955e-06,49.5748765904964,2.57177277050197e-06,49.7320011897986,5.14354569244186e-06,49.7320011899294,5.14354568051089e-06,49.5731246981422,2.57177284568427e-06,49.5731246981565,2.57177284875421e-06,49.5731246979383,2.57177283084666e-06,49.5731246980742,2.5717728439581e-06,0.45000000841067,0.450000007761791,49.8138155446602,1.02870913867564e-05,0.449999972998632,0.449999972565612,49.6152083549379,5.14354569138868e-06,0.449999976479481,0.44999997555616,49.6152083546226,5.14354566923612e-06
42,49.9069077754569,1.02870916452106e-05,49.734328499244,5.14354571327493e-06,49.7343284992383,5.14354570250045e-06,49.5748765857362,2.57177294891712e-06,49.5748765857344,2.57177294988849e-06,49.5748765857475,2.57177294242148e-06,49.5748765857721,2.57177296105503e-06,49.7320011935413,5.14354583629864e-06,49.7320011935333,5.14354581883192e-06,49.5731246931991,2.57177291319986e-06,49.5731246931945,2.57177291624551e-06,49.57312469319,2.57177289980529e-06,49.5731246932388,2.571772920147e-06,0.450000091028013,0.450000090637574,49.8138155509175,1.02870916590773e-05,0.45000001708248,0.450000017005179,49.6152083512734,5.14354582031865e-06,0.450000018135077,0.450000016652219,49.6152083512972,5.14354581874886e-06
43,49.9069077873003,1.02870922375189e-05,49.7343285169555,5.14354724423967e-06,49.7343285169169,5.14354722356835e-06,49.5748765857599,2.57177331795943e-06,49.5748765857534,2.57177331317791e-06,49.5748765857618,2.57177331258473e-06,49.5748765857258,2.57177332145583e-06,49.7320012108107,5.14354613591467e-06,49.732001210737,5.1435461084278e-06,49.5731246930201,2.57177306565919e-06,49.5731246930032,2.57177306686708e-06,49.573124693037,2.57177305207237e-06,49.5731246929608,2.57177306795444e-06,0.450000277445084,0.45000027669601,49.8138155746421,1.02870922425673e-05,0.450000076592639,0.450000076212126,49.615208354042,5.14354611849558e-06,0.450000075079198,0.450000074373237,49.6152083540916,5.14354612648094e-06
44,49.9069077930762,1.02870925413298e-05,49.7343285274616,5.14354619605179e-06,49.7343285274934,5.14354617510212e-06,49.5748765854645,2.57177313399092e-06,49.5748765854619,2.57177313147874e-06,49.5748765855239,2.57177314593941e-06,49.574876585504,2.57177315204994e-06,49.7320012214381,5.1435462811607e-06,49.7320012214993,5.1435462649867e-06,49.5731246924032,2.57177313791704e-06,49.5731246923967,2.57177313775184e-06,49.5731246924761,2.57177312767728e-06,49.573124692433,2.57177313871013e-06,0.449999979330153,0.449999978570993,49.8138155861516,1.02870925538073e-05,0.450000047695379,0.45000004749546,49.6152083548308,5.14354626885961e-06,0.450000051581704,0.450000051095429,49.6152083549406,5.14354627394641e-06
45,49.9069077901045,1.02870925658457e-05,49.7343285228023,5.14354573956411e-06,49.7343285228675,5.14354573765734e-06,49.5748765835835,2.5717730615003e-06,49.5748765835862,2.5717730611904e-06,49.5748765838386,2.571773061666e-06,49.5748765838518,2.57177307120275e-06,49.7320012177277,5.14354628338057e-06,49.7320012178557,5.14354628622557e-06,49.5731246905171,2.5717731402682e-06,49.5731246905226,2.57177314006041e-06,49.5731246907598,2.57177313580802e-06,49.5731246907851,2.57177314696942e-06,0.449999894947117,0.44999989487802,49.8138155801954,1.02870925636016e-05,0.450000037744263,0.450000037719601,49.6152083529506,5.14354628275942e-06,0.450000038481427,0.450000037722492,49.6152083532385,5.1435462847212e-06
46,49.9069077874227,1.02870926402014e-05,49.7343285162198,5.14354665299567e-06,49.7343285161971,5.14354666137547e-06,49.5748765820869,2.57177318244174e-06,49.5748765820873,2.57177318266678e-06,49.5748765823434,2.5717731779534e-06,49.574876582339,2.57177318851967e-06,49.7320012112717,5.14354631666391e-06,49.7320012112292,5.14354631923695e-06,49.573124689142,2.57177315929803e-06,49.5731246891431,2.57177315912665e-06,49.5731246894002,2.57177315589329e-06,49.5731246893923,2.57177316550026e-06,0.45000002370067,0.450000023397009,49.8138155748505,1.0287092644011e-05,0.450000035061804,0.450000035043896,49.6152083517394,5.14354631819151e-06,0.450000034009045,0.450000033168181,49.6152083520274,5.14354632279992e-06
47,49.9069077841242,1.02870926521702e-05,49.7343285097464,5.14354623483332e-06,49.7343285096451,5.1435462336907e-06,49.5748765799727,2.57177312410808e-06,49.5748765799674,2.57177312494421e-06,49.5748765799406,2.5717731148545e-06,49.5748765799,2.57177312180432e-06,49.7320012044926,5.14354632828546e-06,49.7320012042953,5.14354631646912e-06,49.5731246870857,2.57177316505764e-06,49.5731246870762,2.57177316412873e-06,49.5731246870838,2.57177315676204e-06,49.5731246870059,2.57177315873193e-06,0.449999954842461,0.449999954801055,49.8138155682402,1.02870926406922e-05,0.450000005451822,0.450000005385283,49.6152083495758,5.14354633133553e-06,0.450000004916008,0.450000004362941,49.6152083493847,5.14354631394235e-06
48,49.90690777706,1.02870924746277e-05,49.7343284978202,5.14354541140918e-06,49.7343284977715,5.14354538879836e-06,49.5748765759399,2.57177297364509e-06,49.5748765759347,2.57177297607056e-06,49.5748765755908,2.57177294712813e-06,49.5748765755532,2.57177294868065e-06,49.7320011927841,5.14354624776791e-06,49.7320011926872,5.14354622365584e-06,49.5731246831599,2.57177312520694e-06,49.5731246831522,2.57177312362231e-06,49.573124682836,2.57177311164154e-06,49.5731246827656,2.57177310530573e-06,0.449999859398558,0.449999858579203,49.8138155540928,1.02870924640538e-05,0.449999971330549,0.44999997113753,49.6152083446733,5.1435462506397e-06,0.449999971563107,0.449999971439557,49.6152083439945,5.14354621182338e-06
49,49.9069077742311,1.02870924554507e-05,49.734328491201,5.14354631353222e-06,49.7343284912771,5.14354627905074e-06,49.5748765726417,2.57177311388083e-06,49.5748765726457,2.57177311370951e-06,49.5748765723121,2.57177309241067e-06,49.5748765723261,2.57177308566668e-06,49.7320011860687,5.14354623990303e-06,49.7320011862157,5.14354621551163e-06,49.573124680012,2.57177312120514e-06,49.5731246800202,2.57177312037835e-06,49.5731246796787,2.57177311013086e-06,49.5731246797059,2.57177310413878e-06,0.450000035126173,0.450000033876656,49.8138155484611,1.02870924671824e-05,0.449999987620345,0.449999987606711,49.6152083413333,5.14354623800227e-06,0.449999988401993,0.449999987865307,49.6152083408084,5.1435462134441e-06
50,49.9069077738217,1.02870924862207e-05,49.7343284898614,5.14354616263665e-06,49.7343284899634,5.143546147795e-06,49.5748765699373,2.57177310242889e-06,49.5748765699446,2.57177310407786e-06,49.5748765698527,2.57177308939703e-06,49.5748765698933,2.57177309003726e-06,49.7320011842841,5.14354624615036e-06,49.7320011844842,5.14354623935855e-06,49.5731246772903,2.57177312300335e-06,49.5731246773052,2.57177312382535e-06,49.5731246771832,2.57177311778335e-06,49.5731246772636,2.57177311915149e-06,0.45000000729332,0.450000006755498,49.8138155476367,1.028709249861e-05,0.44999998247562,0.449999982344395,49.6152083386936,5.1435462468653e-06,0.449999983676495,0.449999983625546,49.6152083385406,5.14354623611325e-06
51,49.9069077755701,1.02870925797612e-05,49.7343284926596,5.14354618186064e-06,49.7343284926428,5.14354618386801e-06,49.5748765684691,2.57177315560141e-06,49.5748765684697,2.5717731566444e-06,49.5748765684904,2.57177314583993e-06,49.5748765684979,2.57177315155836e-06,49.7320011870145,5.14354629425606e-06,49.7320011869851,5.14354628831037e-06,49.5731246757796,2.57177314561537e-06,49.5731246757806,2.57177314698723e-06,49.5731246757913,2.57177314185372e-06,49.5731246758074,2.57177314679932e-06,0.45000004153321,0.450000041460468,49.8138155511408,1.02870925777097e-05,0.449999999608666,0.449999999525664,49.6152083376791,5.14354629556874e-06,0.449999999137963,0.449999998682891,49.6152083376802,5.14354629286481e-06
52,49.9069077771148,1.0287092648628e-05,49.7343284953532,5.14354623297003e-06,49.7343284952424,5.14354622506376e-06,49.5748765676515,2.57177313721111e-06,49.5748765676435,2.57177313901243e-06,49.5748765674365,2.57177312952106e-06,49.5748765673985,2.57177313339483e-06,49.732001189828,5.14354633463322e-06,49.7320011896124,5.143546314336e-06,49.5731246748877,2.57177316779088e-06,49.5731246748726,2.57177316798984e-06,49.5731246746959,2.5717731575749e-06,49.5731246746229,2.57177315714787e-06,0.450000011357514,0.450000011071012,49.8138155542264,1.02870926480246e-05,0.449999997408547,0.449999997265199,49.615208337161,5.14354633329913e-06,0.449999998445575,0.4499999981373,49.6152083367809,5.14354631366496e-06
53,49.9069077795111,1.02870927633985e-05,49.7343284990456,5.14354655410124e-06,49.734328499017,5.14354652222174e-06,49.5748765676142,2.57177321434402e-06,49.5748765676095,2.57177321196071e-06,49.5748765673806,2.57177322750127e-06,49.5748765673544,2.57177321930993e-06,49.7320011934941,5.14354639723515e-06,49.7320011934365,5.14354636568974e-06,49.5731246748134,2.5717731983236e-06,49.5731246748033,2.57177319723956e-06,49.5731246745937,2.5717731876824e-06,49.5731246745402,2.57177318106708e-06,0.450000050557031,0.450000049401803,49.8138155590271,1.02870927592503e-05,0.450000014660367,0.450000014470703,49.6152083376681,5.14354639174689e-06,0.450000021164048,0.450000020512181,49.6152083373173,5.14354637397173e-06
54,49.906907779984,1.02870927894312e-05,49.7343284998992,5.14354627981929e-06,49.7343285000217,5.14354625489067e-06,49.5748765671977,2.5717731733036e-06,49.5748765672023,2.57177317332507e-06,49.574876567216,2.57177315021762e-06,49.5748765672378,2.57177314545449e-06,49.7320011943281,5.1435464002549e-06,49.7320011945652,5.14354639096663e-06,49.5731246743436,2.57177320146889e-06,49.5731246743528,2.57177320085757e-06,49.5731246743341,2.5717731959624e-06,49.573124674377,2.57177319136193e-06,0.449999980119826,0.44999997921648,49.8138155599623,1.02870928071861e-05,0.450000004545053,0.450000004543345,49.6152083373466,5.14354640652618e-06,0.450000004369104,0.450000003990053,49.6152083372096,5.14354638509121e-06
55,49.9069077819786,1.02870929026547e-05,49.7343285026596,5.14354670129898e-06,49.7343285027755,5.14354670181663e-06,49.5748765676122,2.57177328202324e-06,49.5748765676209,2.57177328059302e-06,49.5748765680645,2.57177329028796e-06,49.5748765681088,2.57177328758338e-06,49.732001197082,5.14354644996897e-06,49.7320011973108,5.14354645753712e-06,49.5731246747586,2.57177322352537e-06,49.5731246747746,2.5717732244195e-06,49.5731246751809,2.57177322900997e-06,49.5731246752656,2.57177323246961e-06,0.450000061520605,0.450000061501847,49.8138155639664,1.02870929193523e-05,0.45000002743316,0.450000027319342,49.6152083381834,5.1435464458591e-06,0.450000028626208,0.450000028410977,49.615208338825,5.14354646707216e-06
56,49.9069077943524,1.02870934492519e-05,49.7343285216773,5.14354825950428e-06,49.7343285216612,5.14354828133466e-06,49.574876572268,2.57177369349093e-06,49.5748765722725,2.57177368400494e-06,49.5748765730812,2.57177375663761e-06,49.5748765731063,2.57177374819211e-06,49.7320012154172,5.14354671853818e-06,49.7320012153893,5.14354673203255e-06,49.5731246792954,2.57177335569074e-06,49.5731246792981,2.57177335675346e-06,49.5731246800969,2.57177336957104e-06,49.5731246801362,2.57177337884936e-06,0.450000311630256,0.450000310839181,49.8138155887618,1.02870934226003e-05,0.450000099174729,0.450000098419833,49.61520834536,5.14354671242563e-06,0.450000103041703,0.45000010236961,49.6152083466081,5.14354676117455e-06
57,49.9069077988481,1.02870936112953e-05,49.7343285311238,5.14354657639669e-06,49.734328531053,5.14354661258776e-06,49.5748765750631,2.57177338083077e-06,49.5748765750544,2.57177337899331e-06,49.5748765759901,2.57177342483041e-06,49.5748765759677,2.571773430805e-06,49.7320012250433,5.14354679179123e-06,49.7320012249038,5.14354682415978e-06,49.5731246817912,2.57177339480825e-06,49.5731246817736,2.57177339397317e-06,49.5731246827056,2.57177340836524e-06,49.5731246826611,2.57177341510509e-06,0.44999991995327,0.449999918641802,49.8138155976946,1.02870936097206e-05,0.450000041298768,0.450000041152542,49.6152083486104,5.14354680037013e-06,0.450000047757451,0.450000047281993,49.6152083497122,5.14354681623445e-06
