variable,dataset,rmse,range_truth,nrmse_pct,n_samples
V3__u_mmHg,generated,7.077932193524478e-09,2.653490399495695e-05,0.026674044853788294,1000
V3__v_mm3_s,generated,6.07354154384687e-14,2.881095695298997e-10,0.021080665781969328,1000
V4__u_mmHg,generated,7.079105982947579e-09,2.6535111999237415e-05,0.02667825929338841,1000
V4__v_mm3_s,generated,6.218952895186818e-14,2.881401330303234e-10,0.021583084694877772,1000
V5__u_mmHg,generated,6.942155419233162e-09,2.65372951062659e-05,0.026159996304951225,1000
V5__v_mm3_s,generated,6.657153787530952e-14,2.8831564821005514e-10,0.023089810868263446,1000
V6__u_mmHg,generated,6.9439587401676185e-09,2.6534117303356197e-05,0.02616992553692112,1000
V6__v_mm3_s,generated,6.594979569138628e-14,2.881595331201581e-10,0.022886556962835664,1000
V7__u_mmHg,generated,3.4877373258387125e-09,1.4179346997877929e-05,0.024597305689469936,1000
V8__u_mmHg,generated,3.484420287351959e-09,1.4179038501538344e-05,0.024574446899018713,1000
V8__v_mm3_s,generated,2.940375329668253e-14,1.4401479347992675e-10,0.0204171756152127,1000
V9__u_mmHg,generated,3.4970199897211034e-09,1.4178806999609606e-05,0.024663711057054304,1000
V9__v_mm3_s,generated,3.194052742993716e-14,1.441021884098834e-10,0.022165192480689964,1000
VV_junc1__H_VV_out_alpha,generated,4.237769190656795e-08,9.822571079842746e-07,4.314317663074259,1000
VV_junc1__H_VV_out_beta,generated,4.281922870927539e-08,9.822466389697304e-07,4.359315370545639,1000
VV_junc1__u_d_mmHg,generated,9.428362909218089e-09,2.9477954605283685e-05,0.03198445426579268,1000
VV_junc1__u_mmHg,generated,1.0342818112741247e-08,2.0846652802219978e-05,0.04961380712226296,1000
VV_junc2__H_VV_out_alpha,generated,1.8287133656053186e-08,4.621278485600344e-05,0.039571589794977546,1000
VV_junc2__H_VV_out_beta,generated,1.828975468672631e-08,4.620962476004076e-05,0.039579967986544146,1000
VV_junc3__H_VV_out_alpha,generated,2.2212611167069374e-08,4.6288379996040074e-05,0.04798744559427148,1000
VV_junc3__H_VV_out_beta,generated,2.4795637576775785e-08,4.6229512372986115e-05,0.0536359487781769,1000
VV_junc4__H_VV_out_alpha,generated,1.8991266174904346e-08,6.894683466601714e-05,0.02754479776613277,1000
VV_junc4__H_VV_out_beta,generated,1.8710437544391996e-08,6.893820821002317e-05,0.027140881711618988,1000
VV_junc5__H_VV_out_alpha,generated,1.8801163659275677e-08,6.89030915019817e-05,0.027286386212053988,1000
VV_junc5__H_VV_out_beta,generated,1.881712352446914e-08,6.889988003300207e-05,0.0273108218990454,1000
VV_junc6__H_VV_out_alpha,generated,2.2322402331545724e-08,6.87692138299778e-05,0.03245987715772747,1000
VV_junc6__H_VV_out_beta,generated,2.203323435556121e-08,6.876257036603217e-05,0.03204248217929524,1000
VV_junc7__H_VV_out_alpha,generated,1.94699476491971e-08,6.885640851200803e-05,0.02827615914036773,1000
VV_junc7__H_VV_out_beta,generated,1.931512782965291e-08,6.885352766400343e-05,0.02805248835456668,1000
inlet__u_mmHg,generated,5.156125813602897e-09,1.0423390094160823e-05,0.04946687946075582,1000
PV1__v_mm3_s,iterative,3.987972894877968e-11,6.614805734106823e-10,6.0288586773084605,1000
PV2__v_mm3_s,iterative,3.9964832123253014e-11,6.657168790198656e-10,6.0032775768121125,1000
PV3__v_mm3_s,iterative,1.9334825805448648e-11,3.380054224499841e-10,5.7202708954498185,1000
PV4__v_mm3_s,iterative,1.9342103090882596e-11,3.382207015897306e-10,5.718781552982823,1000
PV5__v_mm3_s,iterative,2.2029905590781225e-11,4.924121832202552e-10,4.473875005835768,1000
PV6__v_mm3_s,iterative,2.197706653280677e-11,4.893893455201779e-10,4.4907120953863595,1000
PV7__R_constriction,iterative,0.0,0.0,,1000
V10__u_mmHg,iterative,1.4914080452988441e-06,1.417877980003368e-05,10.518592335394766,1000
V10__v_mm3_s,iterative,9.478096721810067e-12,1.4408081640998332e-10,6.5783196944415225,1000
V11__u_mmHg,iterative,1.4907636136486327e-06,1.4174846199921376e-05,10.51696499999345,1000
V11__v_mm3_s,iterative,9.488920105479107e-12,1.4406551936997975e-10,6.58653100823541,1000
V12__u_mmHg,iterative,1.4907641388338117e-06,1.4175786894554676e-05,10.516270806853457,1000
V12__v_mm3_s,iterative,9.48448635711098e-12,1.4404379421980935e-10,6.584446354306491,1000
V13__u_mmHg,iterative,1.4905764041097496e-06,1.417639430201234e-05,10.514495945546336,1000
V13__v_mm3_s,iterative,9.486045873212311e-12,1.4408204910994871e-10,6.583780513819268,1000
V14__u_mmHg,iterative,1.4905800162667579e-06,1.4176402501675511e-05,10.514515344006252,1000
V14__v_mm3_s,iterative,9.489132874371526e-12,1.4414325874013064e-10,6.583126368385395,1000
V1__u_mmHg,iterative,2.1065614073805827e-06,2.9806547999555733e-05,7.067445070834707,1000
V1__v_mm3_s,iterative,3.791968575342666e-11,5.762477752498305e-10,6.580448095784264,1000
V2__u_mmHg,iterative,2.1066403200261018e-06,2.9806197105131105e-05,7.0677930250399035,1000
V2__v_mm3_s,iterative,3.794578274334064e-11,5.761333668298233e-10,6.586284518138134,1000
V3__u_mmHg,iterative,2.306962589649466e-06,2.653490399495695e-05,8.694067972086549,1000
V3__v_mm3_s,iterative,1.8957437380100625e-11,2.881095695298997e-10,6.579940198110372,1000
V4__u_mmHg,iterative,2.3069948700777275e-06,2.6535111999237415e-05,8.69412147250039,1000
V4__v_mm3_s,iterative,1.8962082731907182e-11,2.881401330303234e-10,6.5808544379035325,1000
V5__u_mmHg,iterative,2.3067898438161283e-06,2.65372951062659e-05,8.69263364852681,1000
V5__v_mm3_s,iterative,1.8974004309326744e-11,2.8831564821005514e-10,6.58098317837506,1000
V6__u_mmHg,iterative,2.306504258229059e-06,2.6534117303356197e-05,8.692598407776385,1000
V6__v_mm3_s,iterative,1.8971241065769876e-11,2.881595331201581e-10,6.583589604116676,1000
V7__u_mmHg,iterative,1.4908118000132226e-06,1.4179346997877929e-05,10.513966547516867,1000
V8__u_mmHg,iterative,1.490802887143739e-06,1.4179038501538344e-05,10.514132442633507,1000
V8__v_mm3_s,iterative,9.476698727171093e-12,1.4401479347992675e-10,6.5803647654377855,1000
V9__u_mmHg,iterative,1.4914072959567027e-06,1.4178806999609606e-05,10.518566872359337,1000
V9__v_mm3_s,iterative,9.485333205094572e-12,1.441021884098834e-10,6.582365826474853,1000
VV_junc1__H_VV_out_alpha,iterative,4.2450786816835275e-08,9.822571079842746e-07,4.321759188279133,1000
VV_junc1__H_VV_out_beta,iterative,4.2897805378540426e-08,9.822466389697304e-07,4.367315058826319,1000
VV_junc1__u_d_mmHg,iterative,1.938589793286297e-06,2.9477954605283685e-05,6.57640538241015,1000
VV_junc1__u_mmHg,iterative,1.3695486163991396e-06,2.0846652802219978e-05,6.5696331655377085,1000
VV_junc2__H_VV_out_alpha,iterative,4.143469880959314e-06,4.621278485600344e-05,8.966068359373157,1000
VV_junc2__H_VV_out_beta,iterative,4.1454142085887294e-06,4.620962476004076e-05,8.97088913860523,1000
VV_junc3__H_VV_out_alpha,iterative,4.143536128461768e-06,4.6288379996040074e-05,8.95156868487565,1000
VV_junc3__H_VV_out_beta,iterative,4.141314609242463e-06,4.6229512372986115e-05,8.958161997967364,1000
VV_junc4__H_VV_out_alpha,iterative,4.855446018523541e-06,6.894683466601714e-05,7.042304468426478,1000
VV_junc4__H_VV_out_beta,iterative,4.854878662174542e-06,6.893820821002317e-05,7.042362701658779,1000
VV_junc5__H_VV_out_alpha,iterative,4.85472945750655e-06,6.89030915019817e-05,7.045735324324198,1000
VV_junc5__H_VV_out_beta,iterative,4.855178848524387e-06,6.889988003300207e-05,7.046715968444103,1000
VV_junc6__H_VV_out_alpha,iterative,4.856889844431787e-06,6.87692138299778e-05,7.062593236036932,1000
VV_junc6__H_VV_out_beta,iterative,4.8557330821959055e-06,6.876257036603217e-05,7.061593329551531,1000
VV_junc7__H_VV_out_alpha,iterative,4.8555336544221475e-06,6.885640851200803e-05,7.051680096813907,1000
VV_junc7__H_VV_out_beta,iterative,4.855065141106155e-06,6.885352766400343e-05,7.0512946915345625,1000
inlet__u_mmHg,iterative,6.847703386884249e-07,1.0423390094160823e-05,6.569554938484293,1000
