variable_name,units,value,data_reference
r_V8,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_VV_junc5,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc5,metre,0.000005,EMPTY_MUST_BE_FILLED
vbc2_VV_junc5,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc5,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc5,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc5,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV9,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV9,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV9,metre,0.000005,EMPTY_MUST_BE_FILLED
R_constriction_final_PV10,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV10,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV10,metre,0.000005,EMPTY_MUST_BE_FILLED
l_V9,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V9,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V10,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V10,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_VV_junc6,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc6,metre,0.000005,EMPTY_MUST_BE_FILLED
vbc2_VV_junc6,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc6,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc6,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc6,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV11,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV11,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV11,metre,0.000005,EMPTY_MUST_BE_FILLED
R_constriction_final_PV12,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV12,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV12,metre,0.000005,EMPTY_MUST_BE_FILLED
l_V11,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V11,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V12,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V12,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_VV_junc7,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc7,metre,0.000005,EMPTY_MUST_BE_FILLED
vbc2_VV_junc7,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc7,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc7,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc7,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV13,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV13,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV13,metre,0.000005,EMPTY_MUST_BE_FILLED
R_constriction_final_PV14,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV14,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV14,metre,0.000005,EMPTY_MUST_BE_FILLED
l_V13,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V13,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V14,metre,0.00015,EMPTY_MUST_BE_FILLED
r_V14,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_VV_junc8,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc8,metre,0.0000045,EMPTY_MUST_BE_FILLED
vbc2_VV_junc8,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc8,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc8,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc8,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV15,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV15,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV15,metre,0.0000045,EMPTY_MUST_BE_FILLED
R_constriction_final_PV16,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV16,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV16,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V15,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V15,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V15,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V15,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_V16,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V16,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V16,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V16,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_VV_junc9,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc9,metre,0.0000045,EMPTY_MUST_BE_FILLED
vbc2_VV_junc9,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc9,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc9,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc9,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV17,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV17,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV17,metre,0.0000045,EMPTY_MUST_BE_FILLED
R_constriction_final_PV18,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV18,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV18,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V17,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V17,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V17,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V17,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_V18,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V18,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V18,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V18,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_VV_junc10,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc10,metre,0.0000045,EMPTY_MUST_BE_FILLED
vbc2_VV_junc10,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc10,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc10,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc10,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV19,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV19,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV19,metre,0.0000045,EMPTY_MUST_BE_FILLED
R_constriction_final_PV20,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV20,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV20,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V19,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V19,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V19,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V19,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_V20,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V20,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V20,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V20,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_VV_junc11,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc11,metre,0.0000045,EMPTY_MUST_BE_FILLED
vbc2_VV_junc11,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc11,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc11,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc11,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV21,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV21,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV21,metre,0.0000045,EMPTY_MUST_BE_FILLED
R_constriction_final_PV22,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV22,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV22,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V21,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V21,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V21,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V21,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_V22,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V22,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V22,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V22,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_VV_junc12,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc12,metre,0.0000045,EMPTY_MUST_BE_FILLED
vbc2_VV_junc12,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc12,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc12,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc12,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV23,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV23,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV23,metre,0.0000045,EMPTY_MUST_BE_FILLED
R_constriction_final_PV24,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV24,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV24,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V23,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V23,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V23,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V23,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_V24,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V24,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V24,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V24,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_VV_junc13,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc13,metre,0.0000045,EMPTY_MUST_BE_FILLED
vbc2_VV_junc13,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc13,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc13,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc13,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV25,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV25,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV25,metre,0.0000045,EMPTY_MUST_BE_FILLED
R_constriction_final_PV26,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV26,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV26,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V25,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V25,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V25,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V25,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_V26,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V26,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V26,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V26,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_VV_junc14,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc14,metre,0.0000045,EMPTY_MUST_BE_FILLED
vbc2_VV_junc14,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc14,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc14,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc14,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV27,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV27,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV27,metre,0.0000045,EMPTY_MUST_BE_FILLED
R_constriction_final_PV28,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV28,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV28,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V27,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V27,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V27,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V27,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_V28,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V28,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V28,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V28,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_VV_junc15,metre,0.000001,EMPTY_MUST_BE_FILLED
r_VV_junc15,metre,0.0000045,EMPTY_MUST_BE_FILLED
vbc2_VV_junc15,m3_per_s,0,EMPTY_MUST_BE_FILLED
H_to2_VV_junc15,dimensionless,0,EMPTY_MUST_BE_FILLED
r_bc2_VV_junc15,metre,0,EMPTY_MUST_BE_FILLED
C_conn2_VV_junc15,m6_per_J,8.51E-22,EMPTY_MUST_BE_FILLED
R_constriction_final_PV29,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV29,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV29,metre,0.0000045,EMPTY_MUST_BE_FILLED
R_constriction_final_PV30,Js_per_m6,0,EMPTY_MUST_BE_FILLED
l_PV30,metre,0.000015,EMPTY_MUST_BE_FILLED
r_PV30,metre,0.0000045,EMPTY_MUST_BE_FILLED
l_V29,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V29,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V29,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V29,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
l_V30,metre,0.00001,EMPTY_MUST_BE_FILLED
r_V30,metre,0.000004,EMPTY_MUST_BE_FILLED
H_L_out_RHS_V30,dimensionless,0.45,EMPTY_MUST_BE_FILLED
u_out_V30,J_per_m3,6532.778,EMPTY_MUST_BE_FILLED
